Nominal Composition,Product  Form,Spec. No.,"UNS
No.",100,150,200,250,300,400,500,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,,,
18Cr–13Ni–3Mo,Smls.  &  wld.  fittings,SA-403-317,S31700,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,17000.00,#VALUE!,16700.00,16000.00,15100.00,14300.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,14500.00,#VALUE!,12900.00,11900.00,11200.00,10600.00,10400.00,10200.00,10000.00,9800.00,9600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,20000.00,#VALUE!,20000.00,#VALUE!,19600.00,18900.00,17700.00,16900.00,16500.00,16200.00,15800.00,15500.00,15200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,20000.00,#VALUE!,17000.00,#VALUE!,15200.00,14000.00,13100.00,12500.00,12200.00,12000.00,11700.00,11500.00,11300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,17000.00,#VALUE!,16700.00,16000.00,15100.00,14300.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,14500.00,#VALUE!,12900.00,11900.00,11200.00,10600.00,10400.00,10200.00,10000.00,9800.00,9600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,17000.00,#VALUE!,16700.00,16000.00,15100.00,14300.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,14500.00,#VALUE!,12900.00,11900.00,11200.00,10600.00,10400.00,10200.00,10000.00,9800.00,9600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,17000.00,#VALUE!,16700.00,16000.00,15100.00,14300.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Fittings,SA-403-317L,S31703,17000.00,#VALUE!,14500.00,#VALUE!,12900.00,11900.00,11200.00,10600.00,10400.00,10200.00,10000.00,9800.00,9600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Forgings,SA-182,S30600,22300.00,#VALUE!,21300.00,#VALUE!,19600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Forgings,SA-182,S30600,22300.00,#VALUE!,17900.00,#VALUE!,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Plate,SA-240,S30600,22300.00,#VALUE!,21300.00,#VALUE!,19600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Plate,SA-240,S30600,22300.00,#VALUE!,17900.00,#VALUE!,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Smls.  &  wld.  pipe,SA-312,S30600,22300.00,#VALUE!,21300.00,#VALUE!,19600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Smls.  &  wld.  pipe,SA-312,S30600,22300.00,#VALUE!,17900.00,#VALUE!,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Wld.  pipe,SA-312,S30600,19000.00,#VALUE!,18100.00,#VALUE!,16700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Wld.  pipe,SA-312,S30600,19000.00,#VALUE!,15200.00,#VALUE!,13700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Bar,SA-479,S30600,22300.00,#VALUE!,21300.00,#VALUE!,19600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–15Ni–4Si,Bar,SA-479,S30600,22300.00,#VALUE!,17900.00,#VALUE!,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Smls.  tube,SA-213-XM-15,S38100,20000.00,#VALUE!,20000.00,#VALUE!,18900.00,18300.00,17500.00,16600.00,16200.00,15800.00,15500.00,15200.00,14900.00,14600.00,14300.00,14000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Smls.  tube,SA-213-XM-15,S38100,20000.00,#VALUE!,16700.00,#VALUE!,15000.00,13800.00,12900.00,12300.00,12000.00,11700.00,11500.00,11200.00,11000.00,10800.00,10600.00,10400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Plate,SA-240-XM-15,S38100,20000.00,#VALUE!,20000.00,#VALUE!,18900.00,18300.00,17500.00,16600.00,16200.00,15800.00,15500.00,15200.00,14900.00,14600.00,14300.00,14000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Plate,SA-240-XM-15,S38100,20000.00,#VALUE!,16700.00,#VALUE!,15000.00,13800.00,12900.00,12300.00,12000.00,11700.00,11500.00,11200.00,11000.00,10800.00,10600.00,10400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Wld.  tube,SA-249-TPXM-15,S38100,17000.00,#VALUE!,17000.00,#VALUE!,16100.00,15500.00,14800.00,14100.00,13800.00,13500.00,13200.00,12900.00,12600.00,12400.00,12100.00,11900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Wld.  tube,SA-249-TPXM-15,S38100,17000.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,11000.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,9200.00,9000.00,8800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Wld.  pipe,SA-312-TPXM-15,S38100,17000.00,#VALUE!,17000.00,#VALUE!,16100.00,15500.00,14800.00,14100.00,13800.00,13500.00,13200.00,12900.00,12600.00,12400.00,12100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–18Ni–2Si,Wld.  pipe,SA-312-TPXM-15,S38100,17000.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,11000.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,9200.00,9000.00,8800.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Smls.  tube,SA-213,S32615,21300.00,#VALUE!,21300.00,#VALUE!,21300.00,21000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Smls.  tube,SA-213,S32615,21300.00,#VALUE!,17600.00,#VALUE!,16500.00,15400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Plate,SA-240,S32615,21300.00,#VALUE!,21300.00,#VALUE!,21300.00,21000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Plate,SA-240,S32615,21300.00,#VALUE!,17600.00,#VALUE!,16500.00,15400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Smls.  &  wld.  pipe,SA-312,S32615,21300.00,#VALUE!,21300.00,#VALUE!,21300.00,21000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Smls.  &  wld.  pipe,SA-312,S32615,21300.00,#VALUE!,17600.00,#VALUE!,16500.00,15400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Wld.  pipe,SA-312,S32615,18100.00,#VALUE!,18100.00,#VALUE!,18100.00,17900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Wld.  pipe,SA-312,S32615,18100.00,#VALUE!,15000.00,#VALUE!,14000.00,13100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Bar,SA-479,S32615,21300.00,#VALUE!,21300.00,#VALUE!,21300.00,21000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–20Ni–5.5Si,Bar,SA-479,S32615,21300.00,#VALUE!,17600.00,#VALUE!,16500.00,15400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–9Ni–1/2Mo,Castings,SA-351-CF10,J92590,20000.00,#VALUE!,19000.00,#VALUE!,17700.00,17200.00,17000.00,16500.00,16200.00,15800.00,15500.00,15200.00,14900.00,14600.00,14400.00,12200.00,9500.00,7500.00,6000.00,4800.00,3900.00,3300.00,2700.00,2300.00,2000.00,1700.00,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–9Ni–1/2Mo,Castings,SA-351-CF10,J92590,20000.00,#VALUE!,16700.00,#VALUE!,15000.00,13800.00,12900.00,12200.00,12000.00,11700.00,11500.00,11300.00,11100.00,10800.00,10600.00,10400.00,9500.00,7500.00,6000.00,4800.00,3900.00,3300.00,2700.00,2300.00,2000.00,1700.00,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–9Ni–2Mo,Castings,SA-351-CF10M,,20000.00,#VALUE!,20000.00,#VALUE!,19500.00,19300.00,17900.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15500.00,15300.00,14900.00,11500.00,8900.00,6900.00,5400.00,4300.00,3400.00,2800.00,2300.00,1900.00,1600.00,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–9Ni–2Mo,Castings,SA-351-CF10M,,20000.00,#VALUE!,17500.00,#VALUE!,15700.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,8900.00,6900.00,5400.00,4300.00,3400.00,2800.00,2300.00,1900.00,1600.00,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–10Ni–3Mo,Castings,SA-351-CG8M,J93000,21400.00,#VALUE!,20800.00,#VALUE!,19600.00,19100.00,18400.00,17500.00,17100.00,16800.00,16600.00,16400.00,16200.00,16000.00,15700.00,12200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–10Ni–3Mo,Castings,SA-351-CG8M,J93000,21400.00,#VALUE!,18800.00,#VALUE!,16400.00,14700.00,13600.00,12900.00,12700.00,12500.00,12300.00,12100.00,12000.00,11800.00,11600.00,11300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Smls.  tube,SA-213,S31725,20000.00,#VALUE!,20000.00,#VALUE!,19600.00,18900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Smls.  tube,SA-213,S31725,20000.00,#VALUE!,16900.00,#VALUE!,15200.00,14000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Plate,SA-240,S31725,20000.00,#VALUE!,20000.00,#VALUE!,19600.00,18900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Plate,SA-240,S31725,20000.00,#VALUE!,16900.00,#VALUE!,15200.00,14000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  tube,SA-249,S31725,17000.00,#VALUE!,17000.00,#VALUE!,16600.00,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  tube,SA-249,S31725,17000.00,#VALUE!,14400.00,#VALUE!,12900.00,11900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Smls.  pipe,SA-312,S31725,20000.00,#VALUE!,20000.00,#VALUE!,19600.00,18900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Smls.  pipe,SA-312,S31725,20000.00,#VALUE!,16900.00,#VALUE!,15200.00,14000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  pipe,SA-312,S31725,17000.00,#VALUE!,17000.00,#VALUE!,16600.00,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  pipe,SA-312,S31725,17000.00,#VALUE!,14400.00,#VALUE!,12900.00,11900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  pipe,SA-358,S31725,17000.00,#VALUE!,17000.00,#VALUE!,16600.00,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  pipe,SA-358,S31725,17000.00,#VALUE!,14400.00,#VALUE!,12900.00,11900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Smls.  pipe,SA-376,S31725,20000.00,#VALUE!,20000.00,#VALUE!,19600.00,18900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Smls.  pipe,SA-376,S31725,20000.00,#VALUE!,16900.00,#VALUE!,15200.00,14000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Fittings,SA-403,S31725,20000.00,#VALUE!,20000.00,#VALUE!,19600.00,18900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  pipe,SA-409,S31725,17000.00,#VALUE!,17000.00,#VALUE!,16600.00,16100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
19Cr–15Ni–4Mo,Wld.  pipe,SA-409,S31725,17000.00,#VALUE!,14400.00,#VALUE!,12900.00,11900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
