Nominal Composition,Product  Form,Spec. No.,"UNS
No.",100,150,200,250,300,400,500,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,,,
18Cr–10Ni–Ti,Smls.  tube,SA-213-TP321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,14900.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Plate,SA-240-321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Plate,SA-240-321,S32100,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Plate,SA-240-321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,14900.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321,S32100,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321,S32100,17000.00,#VALUE!,17000.00,#VALUE!,16200.00,15900.00,15900.00,15500.00,15200.00,14900.00,14600.00,14400.00,14200.00,14100.00,13900.00,13800.00,8200.00,5900.00,4300.00,3100.00,2200.00,1400.00,900.00,680.00,430.00,260.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321,S32100,17000.00,#VALUE!,15300.00,#VALUE!,14100.00,13000.00,12200.00,11500.00,11200.00,11000.00,10800.00,10700.00,10500.00,10400.00,10300.00,10200.00,8200.00,5900.00,4300.00,3100.00,2200.00,1400.00,900.00,680.00,430.00,260.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-312-TP321,S32100,20000.00,20000.00,20000.00,19600.00,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-312-TP321,S32100,20000.00,18700.00,18000.00,17200.00,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-312-TP321,S32100,20000.00,20000.00,20000.00,19600.00,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-312-TP321,S32100,20000.00,18700.00,18000.00,17200.00,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-358-321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-376-TP321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-376-TP321,S32100,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-376-TP321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,14900.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  &  wld.  fittings,SA-403-321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,14900.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-409-TP321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Bar,SA-479-321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Bar,SA-479-321,S32100,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Bar,SA-479-321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,14900.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-813-TP321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-814-TP321,S32100,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Bar,SA/JISG4303-SUS321,,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,14900.00,9600.00,6900.00,5000.00,3600.00,2600.00,1700.00,1100.00,800.00,500.00,300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Forgings,SA-182-F321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Forgings,SA-182-F321H,S32109,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  tube,SA-213-TP321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  tube,SA-213-TP321H,S32109,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Plate,SA-240-321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Plate,SA-240-321H,S32109,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321H,S32109,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321H,S32109,17000.00,#VALUE!,17000.00,#VALUE!,16200.00,15900.00,15900.00,15500.00,15200.00,14900.00,14600.00,14400.00,14200.00,14100.00,13900.00,13800.00,10500.00,7700.00,5900.00,4600.00,3500.00,2700.00,2100.00,1600.00,1300.00,940.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  tube,SA-249-TP321H,S32109,17000.00,#VALUE!,15300.00,#VALUE!,14100.00,13000.00,12200.00,11500.00,11200.00,11000.00,10800.00,10700.00,10500.00,10400.00,10300.00,10200.00,10100.00,7700.00,5900.00,4600.00,3500.00,2700.00,2100.00,1600.00,1300.00,940.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-312-TP321H,S32109,20000.00,20000.00,20000.00,19600.00,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-312-TP321H,S32109,20000.00,18700.00,18000.00,17200.00,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-312-TP321H,S32109,20000.00,20000.00,20000.00,19600.00,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-312-TP321H,S32109,20000.00,18700.00,18000.00,17200.00,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-376-TP321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  pipe,SA-376-TP321H,S32109,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Smls.  &  wld.  fittings,SA-403-321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Bar,SA-479-321H,S32109,20000.00,#VALUE!,18000.00,#VALUE!,16500.00,15300.00,14300.00,13500.00,13200.00,13000.00,12700.00,12600.00,12400.00,12300.00,12100.00,12000.00,11900.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Bar,SA-479-321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,16700.00,16500.00,16400.00,16200.00,12300.00,9100.00,6900.00,5400.00,4100.00,3200.00,2500.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-813-TP321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–10Ni–Ti,Wld.  pipe,SA-814-TP321H,S32109,20000.00,#VALUE!,20000.00,#VALUE!,19100.00,18700.00,18700.00,18300.00,17900.00,17500.00,17200.00,16900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–11Ni,Plate,SA-240-305,S30500,20000.00,#VALUE!,20000.00,#VALUE!,18900.00,18300.00,17500.00,16600.00,16200.00,15800.00,15500.00,15200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Forgings,SA-182-F317L,S31703,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Forgings,SA-182-F317L,S31703,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Forgings,SA-182-F317L,S31703,16700.00,#VALUE!,16700.00,#VALUE!,16700.00,15700.00,14800.00,14000.00,13700.00,13500.00,13200.00,12900.00,12700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Forgings,SA-182-F317L,S31703,16700.00,#VALUE!,14200.00,#VALUE!,12700.00,11700.00,10900.00,10400.00,10200.00,10000.00,9800.00,9600.00,9400.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Forgings,SA-182-F317,S31700,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Forgings,SA-182-F317,S31700,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Plate,SA-240-317,S31700,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Plate,SA-240-317,S31700,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Plate,SA-240-317L,S31703,20000.00,#VALUE!,20000.00,#VALUE!,19600.00,18900.00,17700.00,16900.00,16500.00,16200.00,15800.00,15500.00,15200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Plate,SA-240-317L,S31703,20000.00,#VALUE!,17000.00,#VALUE!,15200.00,14000.00,13100.00,12500.00,12200.00,12000.00,11700.00,11500.00,11300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  tube,SA-249-TP317,S31700,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  tube,SA-249-TP317,S31700,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,16400.00,15300.00,14500.00,14100.00,13900.00,13700.00,13500.00,13400.00,13200.00,13100.00,13000.00,12900.00,10500.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  tube,SA-249-TP317,S31700,17000.00,#VALUE!,14700.00,#VALUE!,13200.00,12100.00,11300.00,10700.00,10500.00,10300.00,10100.00,10000.00,9900.00,9800.00,9700.00,9600.00,9500.00,9400.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  tube,SA-249-TP317L,S31703,17000.00,#VALUE!,17000.00,#VALUE!,16700.00,16000.00,15100.00,14300.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  tube,SA-249-TP317L,S31703,17000.00,#VALUE!,14500.00,#VALUE!,12900.00,11900.00,11200.00,10600.00,10400.00,10200.00,10000.00,9800.00,9600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Smls.  &  wld.  pipe,SA-312-TP317,S31700,20000.00,#VALUE!,20000.00,#VALUE!,20000.00,19300.00,18000.00,17000.00,16600.00,16300.00,16100.00,15900.00,15700.00,15600.00,15400.00,15300.00,15100.00,12400.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Smls.  pipe,SA-312-TP317,S31700,20000.00,#VALUE!,17300.00,#VALUE!,15600.00,14300.00,13300.00,12600.00,12300.00,12100.00,11900.00,11800.00,11600.00,11500.00,11400.00,11300.00,11200.00,11100.00,9800.00,7400.00,5500.00,4100.00,3100.00,2300.00,1700.00,1300.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  pipe,SA-312-TP317,S31700,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,16400.00,15300.00,14500.00,14100.00,13900.00,13700.00,13500.00,13400.00,13200.00,13100.00,13000.00,12900.00,10500.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  pipe,SA-312-TP317,S31700,17000.00,#VALUE!,14700.00,#VALUE!,13200.00,12100.00,11300.00,10700.00,10500.00,10300.00,10100.00,10000.00,9900.00,9800.00,9700.00,9600.00,9500.00,9400.00,8300.00,6300.00,4700.00,3500.00,2600.00,1900.00,1500.00,1100.00,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Smls.  pipe,SA-312-TP317L,S31703,20000.00,20000.00,20000.00,20000.00,19600.00,18900.00,17700.00,16900.00,16500.00,16200.00,15800.00,15500.00,15200.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Smls.  pipe,SA-312-TP317L,S31703,20000.00,18200.00,17000.00,16000.00,15200.00,14000.00,13100.00,12500.00,12200.00,12000.00,11700.00,11500.00,11300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  pipe,SA-312-TP317L,S31703,17000.00,17000.00,17000.00,17000.00,16700.00,16000.00,15100.00,14300.00,14000.00,13700.00,13500.00,13200.00,12900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
18Cr–13Ni–3Mo,Wld.  pipe,SA-312-TP317L,S31703,17000.00,15500.00,14500.00,13600.00,12900.00,11900.00,11200.00,10600.00,10400.00,10200.00,10000.00,9800.00,9600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
